#group,false,false,false,true,false,false,false
#datatype,string,long,dateTime:RFC3339,string,long,double,string
#default,_result,,,,,,
,result,table,_time,condition,serial_number,temperature,timestamp
,,0,2025-05-06T02:47:27.219556Z,living room,218,24.87,00:18:11
,,0,2025-05-06T02:47:32.219145Z,living room,219,24.87,00:18:16
,,0,2025-05-06T02:47:37.222059Z,living room,220,24.85,00:18:21
,,0,2025-05-06T02:47:42.219835Z,living room,221,24.83,00:18:26
,,0,2025-05-06T02:47:47.213629Z,living room,222,24.81,00:18:31
,,0,2025-05-06T02:47:52.218761Z,living room,223,24.81,00:18:36
,,0,2025-05-06T02:47:57.214341Z,living room,224,24.79,00:18:41
,,0,2025-05-06T02:48:02.217798Z,living room,225,24.75,00:18:46
,,0,2025-05-06T02:48:07.224321Z,living room,226,24.71,00:18:51
,,0,2025-05-06T02:48:12.223652Z,living room,227,24.71,00:18:56
,,0,2025-05-06T02:48:17.21938Z,living room,228,24.69,00:19:01
,,0,2025-05-06T02:48:22.218928Z,living room,229,24.65,00:19:06
,,0,2025-05-06T02:48:27.223045Z,living room,230,24.67,00:19:11
,,0,2025-05-06T02:48:32.217822Z,living room,231,24.67,00:19:16
,,0,2025-05-06T02:48:37.218489Z,living room,232,24.67,00:19:21
,,0,2025-05-06T02:48:42.222724Z,living room,233,24.67,00:19:26
,,0,2025-05-06T02:48:47.213329Z,living room,234,24.67,00:19:31
,,0,2025-05-06T02:48:52.219412Z,living room,235,24.67,00:19:36
,,0,2025-05-06T02:48:57.229049Z,living room,236,24.67,00:19:41
,,0,2025-05-06T02:49:02.232495Z,living room,237,24.67,00:19:46
,,0,2025-05-06T02:49:07.217845Z,living room,238,24.69,00:19:51
,,0,2025-05-06T02:49:12.223092Z,living room,239,24.69,00:19:56
,,0,2025-05-06T02:49:17.218061Z,living room,240,24.67,00:20:01
,,0,2025-05-06T02:49:22.223154Z,living room,241,24.69,00:20:06
,,0,2025-05-06T02:49:27.22466Z,living room,242,24.69,00:20:11
,,0,2025-05-06T02:49:32.225104Z,living room,243,24.71,00:20:16
,,0,2025-05-06T02:49:37.224094Z,living room,244,24.67,00:20:21
,,0,2025-05-06T02:49:42.221207Z,living room,245,24.71,00:20:26
,,0,2025-05-06T02:49:47.223167Z,living room,246,24.71,00:20:31
,,0,2025-05-06T02:49:52.218443Z,living room,247,24.69,00:20:36
,,0,2025-05-06T02:49:57.219314Z,living room,248,24.71,00:20:41
,,0,2025-05-06T02:50:02.223117Z,living room,249,24.73,00:20:46
,,0,2025-05-06T02:50:07.222826Z,living room,250,24.69,00:20:51
,,0,2025-05-06T02:50:12.218165Z,living room,251,24.73,00:20:56
,,0,2025-05-06T02:50:17.222709Z,living room,252,24.71,00:21:01
,,0,2025-05-06T02:50:22.219961Z,living room,253,24.71,00:21:06
,,0,2025-05-06T02:50:27.224407Z,living room,254,24.73,00:21:11
,,0,2025-05-06T02:50:32.224712Z,living room,255,24.71,00:21:16
,,0,2025-05-06T02:50:37.216768Z,living room,256,24.71,00:21:21
,,0,2025-05-06T02:50:42.228229Z,living room,257,24.69,00:21:26
,,0,2025-05-06T02:50:47.224633Z,living room,258,24.69,00:21:31
,,0,2025-05-06T02:50:52.226782Z,living room,259,24.71,00:21:36
,,0,2025-05-06T02:50:57.221883Z,living room,260,24.71,00:21:41
,,0,2025-05-06T02:51:02.217255Z,living room,261,24.73,00:21:46
,,0,2025-05-06T02:51:07.223687Z,living room,262,24.73,00:21:51
,,0,2025-05-06T02:51:12.222292Z,living room,263,24.73,00:21:56
,,0,2025-05-06T02:51:17.222516Z,living room,264,24.71,00:22:01
,,0,2025-05-06T02:51:22.223453Z,living room,265,24.71,00:22:06
,,0,2025-05-06T02:51:27.221482Z,living room,266,24.71,00:22:11
,,0,2025-05-06T02:51:32.221886Z,living room,267,24.75,00:22:16
,,0,2025-05-06T02:51:37.222198Z,living room,268,24.73,00:22:21
,,0,2025-05-06T02:51:42.222155Z,living room,269,24.79,00:22:26
,,0,2025-05-06T02:51:47.225782Z,living room,270,24.73,00:22:31
,,0,2025-05-06T02:51:52.220965Z,living room,271,24.75,00:22:36
,,0,2025-05-06T02:51:57.221849Z,living room,272,24.73,00:22:41
,,0,2025-05-06T02:52:02.221747Z,living room,273,24.73,00:22:46
,,0,2025-05-06T02:52:07.221431Z,living room,274,24.75,00:22:51
,,0,2025-05-06T02:52:12.221161Z,living room,275,24.75,00:22:56
,,0,2025-05-06T02:52:17.221939Z,living room,276,24.73,00:23:01
,,0,2025-05-06T02:52:22.223174Z,living room,277,24.73,00:23:06
,,0,2025-05-06T02:52:27.231827Z,living room,278,24.75,00:23:11
,,0,2025-05-06T02:52:32.226151Z,living room,279,24.75,00:23:16
,,0,2025-05-06T02:52:37.22136Z,living room,280,24.73,00:23:21
,,0,2025-05-06T02:52:42.220999Z,living room,281,24.75,00:23:26
,,0,2025-05-06T02:52:47.221969Z,living room,282,24.75,00:23:31
